recording_id,species,scientific_name,raw_type,communication_type,recording_file,segment_file,segment_filename,recordist,country,location,date,quality,license,source_url,split
1155676,Common Myna,Acridotheres tristis,begging call,begging_distress,"dataset\processed\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited.wav","dataset\segments\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0004.wav","XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0004.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155676,val
1155676,Common Myna,Acridotheres tristis,begging call,begging_distress,"dataset\processed\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited.wav","dataset\segments\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0005.wav","XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0005.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155676,val
1155676,Common Myna,Acridotheres tristis,begging call,begging_distress,"dataset\processed\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited.wav","dataset\segments\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0006.wav","XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0006.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155676,val
1155676,Common Myna,Acridotheres tristis,begging call,begging_distress,"dataset\processed\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited.wav","dataset\segments\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0007.wav","XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0007.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155676,val
1155676,Common Myna,Acridotheres tristis,begging call,begging_distress,"dataset\processed\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited.wav","dataset\segments\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0008.wav","XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0008.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155676,val
1155676,Common Myna,Acridotheres tristis,begging call,begging_distress,"dataset\processed\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited.wav","dataset\segments\Acridotheres_tristis\XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0009.wav","XC1155676-Common-Myna-call-juvenile-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1985_edited_segment_0009.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155676,val
1155677,Common Myna,Acridotheres tristis,call,contact_social,"dataset\processed\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited.wav","dataset\segments\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0000.wav","XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0000.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155677,val
1155677,Common Myna,Acridotheres tristis,call,contact_social,"dataset\processed\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited.wav","dataset\segments\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0001.wav","XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0001.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155677,val
1155677,Common Myna,Acridotheres tristis,call,contact_social,"dataset\processed\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited.wav","dataset\segments\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0002.wav","XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0002.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155677,val
1155677,Common Myna,Acridotheres tristis,call,contact_social,"dataset\processed\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited.wav","dataset\segments\Acridotheres_tristis\XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0003.wav","XC1155677-Common-Myna-call-very-good-Jumeirah-Village-Triangle,-Dubai-UAE_SoundDevices702_Telinga9_1966_edited_segment_0003.wav",David Darrell-Lambert,United Arab Emirates,"Jumeirah Village Triangle, Dubai",2026-07-12,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1155677,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0000.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0000.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0001.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0001.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0002.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0002.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0003.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0003.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0004.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0004.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0005.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0005.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0006.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0006.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0007.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0007.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0008.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0008.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0009.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0009.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
1157330,Common Myna,Acridotheres tristis,song,song,"dataset\processed\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited.wav","dataset\segments\Acridotheres_tristis\XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0010.wav","XC1157330-Common-Myna-singing-very-good-2026-04-19-Mamzar-Park,-Dubai,-UAE_SoundDevices702_Telinga9_1117_edited_segment_0010.wav",David Darrell-Lambert,United Arab Emirates,"Al Mamzar Park, Dubai",2026-04-19,A,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1157330,val
